ECON1123,DRAM1503,HIST1493,FMS 1013,ENGL1113,UNIV1210,HIST1493B
ENGL1113,DRAM1124,DRAM1513,PHIL1113,DRAM1612,DRAM1411,DRAM1124B
CHEM1315,HIST1483,ENGL1213,MATH1914,MATH1914B,CHEM1315B,HIST1483B
ENGL1113,MATH1643,ECON1123,AFAM2003,DRAM1713,.,.
B AD1001,ECON1123,MATH1743,FMS 1013,PSY 1113,ECON1123B,.
CHEM1315,MATH1523,MUNM1113,UCOL1002,PSY 1113,CHEM1315B,.
HES 1221,MATH1503,ENGL1113,BIOL1114,BIOL1121,.,.
ARAB1115,PHIL1113,P SC1113,ENGL1113,P SC1113B,.,.
COMM1113,ECON1113,MATH1643,SOC 1113,ENGL1113,COMM1113B,ECON1113B
CHEM1315,P SC1113,ENGL1113,MATH2924,CHEM1315B,MATH2924B,P SC1113B
ECON1113,MATH1743,IAS 2003,RUSS1115,UCOL1022,IAS 3000,IAS 2003B
HES 1221,AHS 1400,MATH1503,BIOL1114,BIOL1121,UCOL1002,ENGL1113
CHEM1315,GEOG1103,HES 1221,MATH1523,MUNM1113,CHEM1315B,GEOG1103B
DRAM2713,MATH1523,SPAN1115,PSY 2403,.,.,.
MATH1523,PSY 1113,UCOL1002,BIOL1134,ENGL1113,BIOL1134B,.
ENGL1113,HES 1823,P SC1113,HIST1483,.,.,.
COMM1113,ECON1123,ENGL1113,MATH1643,UCOL1002,ECON1123B,COMM1113B
MATH1643,IAS 2003,CHIN1115,UCOL1022,HON 2970,IAS 2003B,.
ENGL1113,UCOL1002,HIST1483,MATH1914,PSY 1113,MATH1914B,.
ENGL1113,UCOL1002,P SC1113,BIOL1124,PSY 1113,BIOL1124B,P SC1113B
B AD1001,ECON1123,MATH1643,UCOL1002,COMM2613,ENGL1113,P SC1113
CHEM1315,UCOL1002,ENGR1411,HIST1483,MATH1523,CHEM1315B,HIST1483B
ENGL1113,MATH1503,SPAN2223,BIOL1114,BIOL1121,UCOL1002,.
COMM1113,ECON1113,ENGL1113,HIST1493,MATH1643,GEOL1003,ECON1113B
CHEM1315,EXPO1213,MATH2433,MUTE1130,MUNM1113,CHEM1315B,.
CHEM1315,MATH1743,SOC 1523,BIOL1121,PSY 1113,CHEM1315B,.
ENGL1113,GEOG1114,SPAN1115,SOC 1113,GEOG1114B,.,.
UCOL1002,PHIL1113,LTRS2103,PERS1115,ENGL1113,.,.
CHEM1425,COMM2613,ECON1113,MUNM1743,CHEM1425B,ECON1113B,.
ENGL1113,ASTR1504,SOC 1113,PHIL1113,UCOL1002,ASTR1504B,.
MATH1643,JMC 1013,FR  1115,UCOL1002,ENGL1213,.,.
B AD1001,P SC1113,GEOG1213,A HI2213,HES 2823,DMAT0123,P SC1113B
EXPO1213,SOC 1113,UCOL1002,MATH1503,HIST1233,.,.
B AD1001,COMM1113,ECON1123,MATH1643,SOC 1113,UCOL1002,COMM1113B
CHEM1315,MATH1503,METR1111,UCOL1002,SOC 1523,CHEM1315B,.
ENGL1113,AHS 1400,HIST1493,SOC 1113,UCOL1002,HIST1493B,.
ENGL1113,MATH1743,GERM1115,PSY 2603,.,.,.
METR2603,MUTE1160,MUTE1311,MUTH1511,MUTH1611,MUED1730,MUED1732
HIST1483,BIOL1114,BIOL1121,ENGL1213,MATH1914,MATH1914B,HIST1483B
MATH1473,SPAN1115,SOC 1113,ENGL2413,MATH1473B,.,.
COMM1113,ENGL1113,MATH1643,SOC 1113,PHIL1273,COMM1113B,PHIL1273B
SOC 1113,FMS 1013,CHEM1315,MATH1914,CHEM1315B,MATH1914B,.
MATH1643,P SC1113,PSY 1113,MUNM1113,RELS1113,P SC1113B,.
CHEM1315,ENGR1411,ENGL1113,MATH1914,MUNM1113,CHEM1315B,MATH1914B
ENGL1113,MATH1743,UCOL1002,BIOL1114,BIOL1121,.,.
ENGL1113,MATH1643,PSY 1113,FMS 1013,.,.,.
CHEM3053,ENGL1113,UCOL1002,ENGR1411,P SC1113,MATH1914,MATH1914B
CHEM1315,EXPO1213,MATH1823,SPAN1225,CHEM1315B,.,.
CHEM1315,P SC1113,ENGR1411,MATH1914,CHEM1315B,P SC1113B,MATH1914B
CHEM1315,EXPO1213,ENGR1411,MATH2924,PSY 1113,CHEM1315B,MATH2924B
ENGL1113,HES 2913,SOC 1113,WGS 1003,.,.,.
CHEM1315,ENGR1411,MATH1914,ENGL1113,CHEM1315B,MATH1914B,ENGR1411B
ENGL1213,NAS 1013,GEOG1114,MATH1523,GEOG1114B,.,.
ECON1123,ENGL1113,MATH1743,HIST1483,PSY 1113,HIST1483B,ECON1123B
CHEM1315,UCOL1002,ENGR1411,ENGL1113,MATH1523,CHEM1315B,ENGR1411B
CHEM1315,PSY 1113,AFAM2003,MATH1914,ENGR1411,CHEM1315B,MATH1914B
ENGL1113,JMC 1013,PHIL1113,UCOL1002,GERM1115,.,.
CHEM1315,ENGL1113,ENGR1411,HIST1483,MATH1914,HIST1483B,CHEM1315B
CHEM1315,A HI1113,ENGL1113,MATH1823,N S 0110B,N S 1132,CHEM1315B
B AD1001,ECON1123,UCOL1002,HES 2823,MATH1643,PSY 1113,ECON1123B
B AD1001,COMM1113,ECON1123,ENGL1113,UCOL1002,MATH1743,ECON1123B
MATH1743,PSY 1113,UCOL1002,BIOL1114,BIOL1121,ENGL1113,.
CHEM1315,DANC2412,GEOG1103,SPAN2113,MATH1523,CHEM1315B,.
SPAN2113,P SC1113,MATH1503,PSY 1113,P SC1113B,.,.
AHS 1400,MATH1503,ITAL1115,UCOL1002,UCOL1022,ENGL1113,.
ENGL1113,MATH1523,CHEM1315,ENGR1411,CHEM1315B,ENGR1411B,.
CHEM1315,ENGL1113,GEOG1103,HIST1483,MATH1914,MATH1914B,CHEM1315B
EXPO1213,IAS 2003,ARAB1115,RUSS1115,ANTH1203,IAS 2003B,.
ENGL1113,DRAM1713,HES 1041,SPAN2113,UCOL1002,MATH1503,DRAM1713B
ENGL1113,HES 1221,PSY 1113,MATH1523,BIOL1114,BIOL1121,.
CHEM1315,ENGL1113,P SC1113,MATH1914,MATH1914B,P SC1113B,CHEM1315B
ENGL1113,HES 1823,P SC1113,HIST1483,.,.,.
CHEM1315,EXPO1213,MATH1503,ENGR1411,CHEM1315B,ENGR1411B,.
ENGL1113,AHS 1400,UCOL1002,MATH1503,BIOL1114,BIOL1121,P SC1113
MATH1503,BIOL1114,BIOL1121,ENGL1213,UCOL1002,.,.
GERM1115,P SC1113,ENGR1411,ENGL1213,MATH1914,MATH1914B,P SC1113B
UCOL1002,ANTH1113,HIST1483,METR1014,HIST1483B,METR1014B,DMAT0123
B AD1001,COMM1113,HIST1483,MATH1643,SOC 1113,UCOL1002,HIST1483B
COMM1113,ECON1113,ENGL1113,MATH1643,COMM1113B,ECON1113B,.
ENGL1113,JMC 1013,UCOL1002,PHIL1113,SOC 1113,.,.
EXPO1213,PHIL1113,COMM2413,ART 1033,ART 1043,.,.
JMC 1013,PSY 2003,UCOL1002,SPAN1225,ENGL1113,PSY 2003B,.
A HI1113,MATH1503,SOC 1523,RELS1113,PSY 1113,.,.
MATH1523,SPAN1115,UCOL1022,BIOL1114,BIOL1121,.,.
ECON1123,MATH1743,UCOL1002,ENGL1113,SPAN1115,ECON1123B,.
HES 1221,HES 2131,MATH1503,BIOL1114,ENGL0113,.,.
CHEM1315,DRAM2713,UCOL1002,PHIL1263,CHEM1315B,.,.
COMM1113,ECON1123,ENGL1113,MATH1643,UCOL1002,COMM1113B,ECON1123B
ENGL1213,MATH1914,LING1203,FMS 1013,MATH1914B,.,.
MUNM1113,P SC1113,SOC 1113,MATH1503,PHIL1013,P SC1113B,.
CHEM1315,UCOL1002,MATH1523,PSY 1113,CHEM1315B,.,.
CHEM1315,ENGL1113,MUNM1113,ENGR1411,MATH1914,MUNM2313,MATH1914B
ASTR1514,MATH1503,ENGL1213,SOC 1113,ASTR1514B,.,.
HIST1493,MATH2423,SPAN3073,CHEM1315,MATH2423B,CHEM1315B,.
EXPO1213,MATH1523,SPAN2113,P SC1113,ANTH2203,P SC1113B,.
ECON1123,UCOL1002,P SC1113,MATH1643,ENGL1113,P SC1113B,ECON1123B
CHEM3053,ENGR1411,HON 2973,MATH2934,ENGL1113,MATH2934B,ENGR1411B
DRAM1713,AHS 1400,MATH1503,BIOL1114,BIOL1121,PSY 1113,DRAM1713B
CHEM1315,MATH1523,ENGR1411,ENGL1113,HIST1493,CHEM1315B,ENGR1411B
CHEM1315,MATH1823,UCOL1002,ANTH2203,CHEM1315B,.,.
ENGL1113,MATH1503,PSY 1113,BIOL1114,BIOL1121,.,.
ENGL1113,UCOL1002,MATH1503,AFAM2003,PSY 1113,.,.
CHEM1315,ITAL1115,ENGR1411,MATH2924,CHEM1315B,MATH2924B,ENGR1411B
CHEM1315,ENGL1113,ENGR1411,MATH1914,MATH1914B,CHEM1315B,ENGR1411B
CHEM1315,ENGL1113,HES 1221,MATH1914,MATH1914B,CHEM1315B,.
MATH1743,ENGL1113,PHIL1273,ECON1123,PSY 1113,.,.
PSY 1113,CHEM1315,MATH1914,ENGR1411,CHEM1315B,MATH1914B,ENGR1411B
HIST1493,PHIL1103,ENGR1411,CHEM1315,MATH1914,CHEM1315B,MATH1914B
CHEM1315,ENGR1411,ENGL1113,MATH2924,CHEM1315B,MATH2924B,ENGR1411B
ENGL1113,DRAM2713,C S 1323,MATH1914,ENGR1411,MATH1914B,ENGR1411B
DANC1312,DANC1713,ENGL1213,BIOL1114,BIOL1121,.,.
CHEM1425,ENGR1411,HIST1493,HON 2973,CHEM1425B,ENGR1411B,.
MATH1523,C S 1323,FMS 1013,ENGL1213,UCOL1022,METR2603,C S 1323B
CHEM1315,PSY 2403,ENGL1213,PSY 2113,CHEM1315B,PSY 2113B,.
B AD1001,ECON1113,P SC1113,MATH1743,COMM2613,ENGL1213,P SC1113B
JMC 1013,PHIL1113,SPAN1115,BIOL1203,.,.,.
DANC2212,DANC2412,MUNM1113,MUNM3213,DANC2392,DANC2314,.
CHEM1315,HIST1483,MUTE1130,MATH1914,PSY 1113,MATH1914B,CHEM1315B
ENGL1113,DANC2212,HES 1221,MATH1473,NAS 1013,UCOL1002,PHIL1013
COMM1113,ECON1113,MATH1643,UCOL1002,ENGL1113,COMM1113B,ECON1113B
MUTE1160,MUTE1311,ITAL1115,SOC 1113,MUTH1511,MUTH1611,MUTE1000
ENGL1213,MATH1473,FR  1115,METR1014,MATH1473B,METR1014B,.
DANC2512,IAS 2003,GERM2113,DANC1713,HON 2970,IAS 2003B,.
CHEM1315,EXPO1213,FMS 1013,PSY 1113,CHEM1315B,.,.
CHEM1315,SPAN1115,UCOL1022,BIOL1121,CHEM1315B,.,.
COMM1113,ENGL1113,DRAM2713,BIOL1114,BIOL1121,COMM1113B,.
ENGL1113,MATH1643,METR1111,UCOL1002,CHEM1315,CHEM1315B,.
MUTE1130,ITAL1115,SAX 2010,MUTE1311,BIOL1124,MUTE1000,BIOL1124B
ECON1123,MATH2423,SPAN1115,HIST2713,GEOG1213,ECON1123B,.
HES 2913,JMC 1013,WGS 1003,ENGL1213,.,.,.
CHEM1315,MATH1523,UCOL1002,AFAM2003,FMS 1013,CHEM1315B,.
EXPO1213,MATH1743,BIOL1121,UCOL1002,MUNM1113,PSY 1113,.
COMM1113,ECON1113,MATH1643,SOC 1113,UCOL1002,COMM1113B,ECON1113B
CHEM1315,ENGL1113,ENGR1411,PSY 1113,MATH2433,CHEM1315B,ENGR1411B
B AD1001,COMM1113,ECON1123,UCOL1002,ENGL1213,MATH1743,ECON1123B
ENGL1113,MATH1503,JMC 1013,SPAN1115,UCOL1002,.,.
MATH1823,METR1111,MUTE1130,CHEM1315,ENGL1213,CHEM1315B,MATH1823B
A HI1113,HON 2973,PHYS2514,GEOG1213,MATH2924,MATH2924B,PHYS2514B
ENGL1113,MATH1473,JMC 1013,MUNM1113,P SC1113,P SC1113B,MATH1473B
DRAM1503,HIST1483,PSY 1113,ENGR1411,ENGL1113,HIST1483B,ENGR1411B
ENGL1113,MATH1643,P SC1113,PSY 1113,UCOL1002,P SC1113B,.
ENGL1113,HES 2913,SOC 1113,WGS 1003,.,.,.
COMM1113,ECON1123,ENGL1213,MATH1643,P SC1113,P SC1123B,.
UCOL1002,PSY 2603,BIOL1114,BIOL1121,PSY 2003,PSY 2003B,.
B AD1001,COMM1113,ECON1113,MATH1643,UCOL1002,ENGL1113,COMM1113B
ENGL1113,MATH1473,SPAN1115,HIST1483,UCOL1002,MATH1473B,HIST1483B
COMM1113,ECON1113,ENGL1113,MATH1743,ECON1113B,COMM1113B,.
ENGL1113,P SC1113,UCOL1002,MATH1643,ECON1123,P SC1113B,.
B AD1001,GEOG1114,MATH1743,JMC 1013,SOC 1113,GEOG1114B,.
GEOL1003,JMC 1013,MATH1503,ENGL1113,PSY 1113,.,.
ENGL1213,AHS 1400,BIOL1114,BIOL1121,MATH1503,PSY 1113,.
JMC 1013,PHIL1113,PSY 1113,UCOL1002,EXPO1213,.,.
CHEM1315,SPAN2223,ENGR1411,FMS 1013,MATH1914,CHEM1315B,MATH1914B
EXPO1213,METR2603,HEBR1115,MATH1503,.,.,.
MATH1643,P SC1113,CL C2213,BIOL1124,BIOL1124B,P SC1113B,.
HES 1221,MATH1503,UCOL1002,BIOL1114,BIOL1121,PSY 1113,.
CHEM1315,ENGL1113,PSY 1113,MATH1523,CHEM1315B,.,.
CHEM3053,COMM2003,MUNM1113,PHYS1311,ENGL2273,HON 2973,MUTE1310
EXPO1213,ITAL1115,PHIL1113,FMS 1013,.,.,.
EXPO1213,DRAM2713,PSY 1113,FR  2113,UCOL1022,.,.
DANC1713,GEOG2603,ANTH2203,HES 2823,GEOG2603B,.,.
COMM2613,A HI1113,MATH1643,ECON1123,.,.,.
A HI1113,SOC 3523,SOC 3123,AFAM2113,HES 1823,.,.
EXPO1213,ASTR1504,MATH1743,P SC1113,IAS 2123,ASTR1504B,P SC1113B
CHEM1315,ENGL1113,MATH1743,PSY 1113,CHEM1315B,.,.
MUNM1113,P SC1113,ENGR1411,C S 1323,ENGL1213,MATH1523,P SC1113B
ENGL1213,DANC1713,PSY 1113,BIOL1114,BIOL1121,HES 1351,.
MATH1743,MUNM1743,P SC1113,ENGL1113,BIOL1124,BIOL1124B,P SC1113B
CHEM1315,ENGL1213,UCOL1002,MATH1743,PSY 2403,CHEM1315B,.
DRAM2713,GEOG1114,HIST1483,ANTH1823,UCOL1002,GEOG1114B,HIST1483B
DANC1212,DRAM1513,HIST1483,MTHR1501,MTHR1502,DRAM1114,MTHR4190
EXPO1213,DRAM1713,JMC 1013,SPAN1115,UCOL1002,DRAM1713B,.
PHYS1114,MUNM1100,GERM1115,MUTH2512,UNIV1210,MUTE2311,MUTE1000
CHEM1315,CAS 4091,HES 1041,AHS 1400,ENGL1113,UCOL1002,MATH1643
CHEM1315,MATH1523,UCOL1002,UCOL1022,ENGL1113,CHEM1315B,.
B AD1001,ENGL1113,GEOG1103,MATH1643,UCOL1002,ECON1123,GEOG1103B
B AD1001,COMM1113,ECON1123,EXPO1213,MATH1643,UCOL1002,COMM1113B
P SC1113,CHEM1315,UCOL1002,MATH1914,ENGR1411,P SC1315B,.
CHEM1315,CEES1112,P SC1113,ENGR1410,MATH1914,ENGR1510,MATH1914B
CHEM1315,METR1111,MUNM1113,UNIV1210,P SC1113,MATH1523,P SC1113B
ENGL1113,AHS 1400,MATH1503,SOC 1523,BIOL1114,BIOL1121,.
ENGL1113,HES 1221,UCOL1002,MATH1503,BIOL1114,BIOL1121,.
ENGL1113,MATH1823,PHYS1205,BIOL1203,UCOL1002,PHYS1205B,MATH1823B
AHS 1400,MATH1643,MUNM1113,BIOL1114,BIOL1121,PSY 1113,.
ENGL1113,AHS 1400,FMS 1013,BIOL1114,BIOL1121,PSY 1113,.
CHEM1315,AHS 1400,HIST1493,MUNM1113,HON 2970,CHEM1315B,HIST1493B
DANC1713,AHS 1400,UCOL1002,BIOL1114,BIOL1121,ENGL1113,.
IAS 2003,P SC1113,ARAB1115,GEOG2603,IAS 2003B,P SC1113B,.
CHEM1315,AHS 1400,MATH1523,PSY 1113,HIST1233,CHEM1315B,.
GEOG1103,GEOG1114,PHIL1113,SOC 1113,GEOG1114B,GEOG1103B,.
CHEM1315,HON 2973,GEOL1003,MATH2934,CHEM1315B,MATH2934B,.
AHS 1400,MATH1643,UCOL1002,BIOL1114,BIOL1121,ENGL1113,.
CHEM1315,A HI1113,EXPO1213,MATH1914,CHEM1315B,MATH1914B,.
B AD1001,ECON1113,MATH1643,HIST1493,ENGL1113,HIST1493B,ECON1113B
ECON1123,ENGL1113,P SC1113,SOC 1113,MATH1643,P SC1113B,ECON1123B
CHEM1315,ENGL1113,MATH2423,SOC 1113,CHEM1315B,MATH2423B,.
CHEM1315,ENGL1213,MATH1523,PSY 1113,CHEM1315B,.,.
ENGL1113,AHS 1400,BIOL1114,BIOL1121,PSY 1113,.,.
AVIA1113,AVIA1222,HES 1121,UCOL1002,AVIA1111,ENGL1113,DMAT0123
UCOL1002,ENGR1411,CHEM1315,MATH1914,MATH1914B,CHEM1315B,ENGR1411B
EXPO1213,MATH1823,MUNM1113,P SC1113,BIOL1134,RELS2403,P SC1113B
CHEM1315,ENGL1113,MATH1523,IPE 1013,N S 0110B,N S 1132,CHEM1315B
HIST1483,PHIL1113,UCOL1002,ANTH1113,ANTH1203,HIST1483B,.
EXPO1213,HIST2013,MATH1473,SOC 1113,MATH1473B,.,.
DRAM1124,DRAM1513,PHIL1113,DRAM1612,DRAM1411,DRAM1124B,.
ECON1123,ENGL1113,MATH1643,UCOL1002,MUNM1113,ECON1123B,.
GRK 1215,ENGL1213,PBIO1114,LAT 3113,MATH2934,MATH2934B,.
CHEM1315,MATH1823,MUNM1113,ENGL1213,MATH1823B,CHEM1315B,.
ENGL1113,DRAM1513,PHIL1113,DRAM1612,DRAM1114,DRAM1411,DRAM1114B
CHEM1315,GEOL1003,MATH1823,SOC 1113,CHEM1315B,.,.
.,MUTE1130,MUTE1311,PHIL1113,MUTH1511,MUTH1611,MUED1730
ENGL1113,MATH1473,JMC 1013,P SC1113,SOC 1113,P SC1113B,MATH1473B
ECON1123,MUNM1113,SOC 1113,MATH1743,ENGL1213,ECON1123B,.
COMM1113,GEOL1104,SOC 1113,UCOL1002,GEOL1104B,COMM1113B,.
FR  1115,BIOL1124,MATH1743,ENGL1113,BIOL1124B,.,.
COMM1113,ECON1123,ENGL1113,MATH1643,UCOL1002,COMM1113B,ECON1123B
B AD1001,COMM1113,ECON1113,MATH1743,UCOL1002,HES 1823,COMM1113B
CHEM1315,HIST1483,ENGL1213,ENGR1411,MATH1914,MATH1914B,CHEM1315B
CHEM1315,HES 1121,MATH1523,FMS 1013,ENGL1213,CHEM1315B,.
ENGL1113,MATH1643,UCOL1002,HIST1483,PSY 1113,HIST1483B,.
HES 1681,MATH1503,MUNM1113,P SC1113,UCOL1002,LING1203,P SC1113B
ENGL1113,JMC 1013,MUNM1113,GERM1115,NAS 1013,.,.
CHEM1315,MUNM1113,ENGR1411,UCOL1022,MATH2924,CHEM1315B,MATH2924B
CHEM1315,AHS 1400,MATH1523,UCOL1002,SOC 1113,ENGL1113,CHEM1315B
B AD1001,HIST1493,MATH1643,UCOL1002,PSY 1113,HIST1493B,.
MATH2423,P SC1113,ENGR1411,CHEM1315,PSY 1113,MATH2423B,P SC1113B
AHS 1400,UCOL1002,MATH1503,ENGL1113,BIOL1114,BIOL1121,.
ECON1123,GEOL1104,MATH1643,ENGL1213,UCOL1022,ECON1123B,GEOL1104B
CHEM1315,PSY 1113,ENGR1411,MATH1503,ENGL1113,CHEM1315B,ENGR1411B
DRAM1713,MATH1503,ANTH1113,ENGL1113,DRAM1713B,.,.
B AD1001,ECON1123,PSY 1113,UCOL1002,MATH1643,B AD2091,ECON1123B
B AD1001,ENGL1113,MATH1643,MUNM1743,UCOL1002,PHIL1273,GEOL1003
DANC1212,EXPO1213,C S 1323,ENGR1411,MATH1914,C S 1323B,MATH1914B
B AD1001,COMM1113,ECON1113,P SC1113,SPAN2223,ENGL1113,COMM1113B
A HI1113,EXPO1213,JMC 1013,PHIL1113,.,.,.
ENGL1113,AHS 1400,MUNM1743,SOC 1113,P SC1113,MATH1643,P SC1113B
COMM1113,EXPO1213,MATH1503,PHIL1213,CNS 1112,CNS 1112B,COMM1113B
AERO1011,ENGL1113,UCOL1002,UCOL1022,FMS 1013,BIOL1114,BIOL1121
EXPO1213,PHYS2414,PSY 1113,ANTH1413B,HSCI1113,PHYS2414B,.
CEES1112,ENGL1113,MATH1823,P SC1113,ENGR1410,CHEM1315,MATH1823B
ENGL1213,ASTR1504,ENGR1411,C S 1323,MATH2924,ASTR1504B,MATH2924B
CHEM1315,ENGL1113,HIST1483,UCOL1002,ENGR1411,MATH1523,HIST1483B
EXPO1213,SPAN1115,PSY 1113,MATH1523,.,.,.
ENGL1113,BIOL1134,SPAN1115,PSY 1113,BIOL1134B,.,.
COMM1113,ENGL1113,MUNM1113,SOC 1113,UCOL1002,HES 1981,COMM1113B
COMM1113,ECON1113,ENGL1113,MATH1643,SOC 1113,ECON1113B,COMM1113B
ENGL1113,SPAN1115,PSY 1113,DMAT0123,UCOL1002,.,.
ENGL1113,MATH1473,SPAN1225,P SC1113,SOC 1113,MATH1473B,P SC1113B
COMM1113,ENGL1113,A HI2213,MATH1643,ECON1123,COMM1113B,.
ECON1113,ENGL1113,MATH1643,P SC1113,PSY 1113,P SC1113B,ECON1113B
B AD1001,COMM1113,ECON1113,MATH1643,UCOL1002,ENGL1113,COMM1113B
COMM1113,ECON1113,MATH1743,UCOL1002,HIST1493,HIST1493B,COMM1113B
COMM1113,UCOL1002,HIST1493,SOC 1113,DMAT0123,UCOL1022,GEOL1003
CHEM1315,METR1111,P SC1113,HON 2973,MATH2924,MATH2924B,CHEM1315B
ENGL1113,DANC2412,SOC 1113,PHIL1113,FR  2113,UCOL1002,.
COMM1113,ECON1113,DRAM1713,MATH1743,ENGL1213,DRAM1713B,COMM1113B
B AD1001,COMM1113,ECON1113,P SC1113,UCOL1002,EXPO1113,P SC1113B
CHEM1315,MATH2433,MUNM1113,GEOG2603,ENGR1411,CHEM1315B,ENGR1411B
CHEM1315,MATH1523,MUNM1113,ENGL1113,ENGR1411,CHEM1315B,ENGR1411B
CHEM1425,EXPO1213,MUNM1113,PSY 1113,CHEM1425B,.,.
ECON1123,EXPO1213,MATH1743,FR  1115,ECON1123B,.,.
COMM1113,MATH1743,GEOG1213,ENGL1113,COMM1113B,.,.
ECON1123,ENGL1113,MATH1643,PSY 1113,UCOL1002,ECON1123B,.
MATH1523,PSY 1113,SOC 1113,ENGL1213,.,.,.
CHEM3053,MATH2433,PHYS2514,CH E2033,ENGR1411,CH E2002,PHYS2514B
COMM1113,ENGL1113,HIST1493,MATH1643,UCOL1002,HIST1493B,.
MATH1743,UCOL1002,WGS 1003,ENGL1213,BIOL1124,BIOL1124B,.
MATH2513B,MATH4323,MATH4433,MATH5853,.,.,.
HES 2913,CAS 2033,WGS 1003,AFAM2003,.,.,.
ACCT2113,B AD1001,COMM2613,MATH1643,P SC1113,ENGL1113,P SC1113B
MATH1523,CHEM1315,GEOL1114,CHEM1315B,GEOL1114B,.,.
ENGL1113,HES 2823,AHS 1400,BIOL1114,BIOL1121,HES 2913,.
ENGL1113,MUNM1113,P SC1113,PSY 1113,MATH1523,P SC1113B,.
CHEM1315,ENGL1113,SOC 1113,MATH1914,MATH1914B,.,.
COMM1113,ECON1113,ENGL1113,GEOG1103,UCOL1002,MATH1743,UCOL1022
B AD1001,ENGL1113,CHIN1115,MATH1643,ECON1123,.,.
CEES1112,P SC1113,ENGR1410,ARCH2323,ARCH1112,MATH2934,P SC1113B
SOC 1113,FMS 1013,BIOL1114,BIOL1121,ENGL1913,.,.
MATH1503,JMC 1013,UCOL1002,HES 1823,MUNM2413,.,.
ENGL1113,DRAM1124,DRAM1513,PHIL1113,DRAM1612,DRAM1411,DRAM1124B
COMM1113,ENGL1213,SPAN1115,UCOL1002,ANTH1113,COMM1113B,.
ECON1123,ENGL1113,MATH1643,SOC 1113,HIST1483,ECON1123B,HIST1483B
COMM1113,MATH1643,SOC 1113,UCOL1002,ENGL1113,COMM1113B,.
ECON1123,ENGL1113,JMC 1013,PHIL1113,P SC1113,P SC1113B,ECON1123B
B AD1001,ECON1123,GEOG1103,MATH1643,UCOL1002,METR1014,ECON1123B
ENGL1113,HES 1221,MATH1503,UCOL1002,LTRS2103,.,.
CHEM1315,ENGL1113,GEOL1114,MATH1523,CHEM1315B,GEOL1114B,.
EXPO1213,DRAM1713,MATH1643,P SC2103,SPAN2113,UNIV1210,DRAM1713B
FMS 1013,BIOL1114,ENGL1113,PHIL1013,DMAT0113,.,.
JMC 1013,PHIL1113,ENGL1113,FMS 1013,.,.,.
CHEM1315,HES 1221,AHS 1400,MATH1743,MUNM1743,UCOL1002,CHEM1315B
COMM1113,ECON1123,ENGL1113,DANC1713,MATH1643,COMM1113B,ECON1123B
CHEM1315,ENGL1113,DRAM1713,MATH1523,ENGR1411,DRAM1713B,CHEM1315B
COMM2613,ENGL1113,MATH1743,P SC1113,SOC 1113,P SC1113B,.
CHEM1315,ENGL1213,P SC1113,ENGR1411,MATH2924,MATH2924B,CHEM1315B
COMM1113,ECON1123,MATH1643,FMS 1013,PSY 1113,COMM1113B,ECON1123B
ENGL1113,JMC 1013,PHIL1113,SOC 1113,FMS 1013,.,.
PSY 2603,CHEM1315,BIOL1121,PSY 2003,PSY 2003B,CHEM1315B,.
AHS 1400,PSY 1113,MATH1643,BIOL1114,BIOL1121,UCOL1002,.
COMM1113,MATH1643,SPAN2223,SOC 1113,ENGL1213,COMM1113B,.
CHEM1315,DANC1713,UCOL1002,PSY 1113,CHEM1315B,.,.
CHEM1315,MATH1523,SOC 1113,MUNM1113,ENGR1411,CHEM1315B,ENGR1411B
COMM1113,ECON1123,ENGL1113,MATH1643,UCOL1002,ECON1123B,COMM1113B
DANC1813,MATH1643,BIOL1114,UCOL1002,BIOL1121,UCOL1022,.
ENGL1113,HIST1493,UCOL1002,MATH1503,BIOL1114,BIOL1121,HIST1493B
CHEM1315,ENGL1113,MATH1503,ENGR1411,DRAM1713,CHEM1315B,ENGR1411B
ECON1123,MATH1643,SPAN3073,ENGL1213,HES 2823,ECON1123B,.
CHEM1315,ENGL1113,ENGR1411,MATH1523,P SC1113,P SC1113B,CHEM1315B
CHEM1315,ENGR1411,ENGL1213,MATH1914,CHEM1315B,MATH1914B,ENGR1411B
CHEM1315,ASTR1504,HON 2973,METR1111,SPAN3073,UNIV1210,CHEM1315B
DRAM1713,PSY 1113,ENGL1213,PSY 2403,DRAM1713B,DMAT0123,.
ENGL1113,AHS 1400,MATH1743,UCOL1002,BIOL1114,BIOL1121,.
CHEM1315,ENGL1213,MUTE1130,P SC1113,ENGR1411,MATH1503,P SC1113B
CHEM1315,SPAN3073,ENGR1411,MATH1914,PSY 1113,CHEM1315B,MATH1914B
CHEM1315,MATH1503,METR1111,UCOL1002,LTRS2103,CHEM1315B,.
ENGL1113,DANC2412,SOC 1113,UCOL1002,LSTD2700,DMAT0113,.
DANC1713,DANC3214,DANC3292,JMC 1013,DANC3262,.,.
ENGL1113,GEOG1103,MATH1743,JMC 1013,GEOG1103B,.,.
CHEM1315,METR1111,UCOL1002,MATH1914,ENGL1113,CHEM1315B,MATH1914B
B AD1001,COMM1113,ECON1123,HES 1041,MATH1643,UCOL1002,ENGL1113
ENGL1113,JMC 1013,PSY 2003,UCOL1002,FMS 1013,PSY 2003B,.
AHS 1400,MATH1743,MUNM1113,BIOL1124,ENGL1213,BIOL1124B,.
COMM2003,MATH1523,JMC 1013,PSY 1113,FMS 1013,.,.
